,Medu,Fedu,traveltime,studytime,failures,internship,freetime,goout,health,absences,GPA,sex_F,famsize_GT3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,extra_learning_yes,sports_yes,higher_yes,cluster
6,2,2,1,2,0,1,4,4,3,0,9.23,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
18,3,2,1,1,3,2,5,5,5,2,8.5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,3
61,1,1,4,1,0,0,5,5,5,0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,3
97,2,1,1,2,0,0,3,5,5,0,8.92,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
124,2,2,1,2,0,0,4,4,5,0,7.3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
146,1,1,1,2,2,1,4,4,5,0,7.52,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3
148,1,1,3,1,1,1,5,5,1,2,7.54,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
162,2,1,4,1,0,0,5,5,5,0,8.51,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3
163,1,1,1,1,2,0,3,5,4,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
172,3,3,1,2,1,0,5,5,5,0,7.43,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,3
173,1,2,2,1,2,0,4,5,5,0,8.43,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3
178,1,1,4,2,0,0,3,5,5,0,8.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,3
180,2,2,1,2,0,2,3,5,4,0,9.77,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3
188,3,3,2,2,0,1,4,5,4,0,7.56,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
190,2,2,2,2,0,2,4,4,5,0,9.37,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,3
216,1,1,1,2,0,1,4,4,1,0,8.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
226,2,2,1,2,0,0,3,4,4,0,6.85,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
234,2,1,2,2,0,0,2,5,5,0,7.89,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3
287,1,1,2,1,1,1,4,4,5,0,8.37,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3
307,3,1,1,2,0,0,4,4,5,0,7.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,3
328,1,1,2,2,0,2,4,4,4,0,7.37,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
342,4,3,2,2,0,2,4,5,2,0,6.07,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,3
376,1,1,2,3,0,1,5,5,2,0,7.41,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
378,3,3,1,1,0,0,3,5,5,0,7.33,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,3
379,2,2,4,1,0,1,4,5,4,2,8.62,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,3
383,2,2,1,4,0,1,5,5,5,0,8.27,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,3
384,3,2,1,1,0,0,3,4,5,0,6.88,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3
410,2,2,1,2,0,1,3,4,4,0,8.15,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,3
424,2,2,2,2,0,2,4,4,5,0,7.29,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
428,2,1,2,1,0,0,3,4,1,0,7.15,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
431,3,2,1,2,1,1,5,4,5,0,7.48,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3
432,1,1,1,1,1,0,4,4,5,0,6.77,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3
440,1,1,2,2,0,1,4,5,3,0,6.69,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3
483,2,2,3,2,0,1,4,5,1,1,7.23,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3
485,2,2,2,2,0,0,3,5,4,0,7.88,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
494,1,2,1,2,0,1,4,5,3,0,7.58,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3
495,3,3,1,1,0,0,5,4,4,0,9.38,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3
497,3,3,2,4,1,0,4,5,5,0,8.88,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,3
499,2,2,1,1,0,2,2,5,5,0,7.42,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,3
504,2,2,1,3,0,1,4,5,1,0,9.08,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
505,1,1,2,1,0,2,4,5,5,0,8.73,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3
508,2,2,3,1,1,0,4,5,5,0,8.15,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
511,1,0,2,2,0,0,4,5,4,1,8.54,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3
517,1,2,2,1,0,1,4,5,2,0,9.62,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,3
548,1,1,1,2,0,1,5,5,3,2,8.96,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3
558,2,2,2,1,0,2,5,5,5,0,8.81,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3
560,1,1,2,1,0,0,5,5,2,0,7.08,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,3
564,3,2,2,1,0,0,5,5,5,2,6.88,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3
565,1,1,2,1,0,2,5,5,5,0,6.73,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3
582,1,1,1,1,0,1,4,4,5,0,9.92,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3
583,2,2,2,1,1,0,5,5,3,0,10.0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3
586,4,2,1,2,0,0,5,5,5,0,10.0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,3
602,2,2,2,3,0,2,4,5,3,0,10.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3
605,1,1,2,1,1,1,5,5,2,0,10.0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
610,1,1,2,2,3,0,5,4,1,0,9.77,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3
618,1,2,3,2,0,0,3,4,5,0,10.0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3
