,Medu,Fedu,traveltime,studytime,failures,internship,freetime,goout,health,absences,GPA,sex_F,famsize_GT3,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other,extra_learning_yes,sports_yes,higher_yes,cluster
1,1,1,1,2,0,1,3,3,3,2,9.54,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6
23,2,2,2,2,0,2,4,4,5,2,7.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
55,2,1,1,2,0,0,3,4,2,2,9.38,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
59,4,2,1,2,0,1,2,3,5,2,8.15,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,6
72,1,1,1,2,0,0,3,4,5,2,6.85,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
83,2,2,2,2,0,0,3,3,4,2,7.08,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,6
84,1,1,1,2,0,0,3,2,4,2,5.65,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,6
93,4,2,2,2,0,1,3,3,1,2,8.62,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,6
94,2,2,1,4,0,2,3,4,4,2,7.15,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,6
99,4,3,1,3,0,0,3,5,3,2,0.0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,6
134,2,2,1,1,0,1,4,4,5,2,9.63,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,6
142,3,1,2,1,0,2,3,4,4,2,6.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,6
176,1,2,2,1,0,2,4,4,5,2,7.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
214,4,3,1,2,0,1,3,5,2,2,0.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6
220,3,1,1,2,0,1,3,3,4,2,7.44,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,6
229,3,2,2,2,0,0,4,4,1,2,6.93,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,6
240,3,2,1,2,0,2,3,4,3,2,7.41,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,6
